TF-2102,TF-2201,TF-2202,TF-2203,TF-2204,TF-2205,TF-2206,TF-2207,TF-2208,TF-2209,TF-2210,TF-2211,TF-2212,TF-2214,TF-2215,TF-2216,TF-2301,TF-2302,TF-2303,TF-2304,TF-2305,TF-2306,TF-2307,TF-2308,TF-2309,TF-2310,TF-2311,TF-2312,TF-2314,TF-2315,TF-2316,TF-2402,TF-2403,TF-2404,TF-2405,TF-2406,TF-2407,TF-2409,TF-2410,TF-2411,TF-2412,TF-2414,TS-2103,TS-2104,TS-2105,TS-2106,TS-2107,TS-2109,TS-2110,TS-2111,TS-2112,TS-2114
 4.775850e+02, 5.180785e+02, 5.182001e+02, 5.183434e+02, 5.187452e+02, 5.202715e+02, 5.193111e+02, 5.184048e+02, 5.185198e+02, 5.181324e+02, 5.183647e+02, 5.197779e+02, 5.183882e+02, 5.181307e+02, 5.182019e+02, 5.166614e+02, 5.181362e+02, 5.182347e+02, 5.182618e+02, 5.181996e+02, 5.180293e+02, 5.186661e+02, 5.183168e+02, 5.183276e+02, 5.182418e+02, 5.184264e+02, 5.207701e+02, 5.184818e+02, 5.182020e+02, 5.182391e+02, 5.176003e+02, 5.647863e+02, 5.651431e+02, 5.652493e+02, 5.651694e+02, 5.647991e+02, 5.647307e+02, 5.647414e+02, 5.647906e+02, 5.647220e+02, 5.649307e+02, 5.647858e+02, 4.775904e+02, 4.771916e+02, 4.773101e+02, 4.780494e+02, 4.774950e+02, 4.775401e+02, 4.775710e+02, 4.780763e+02, 4.775752e+02, 4.776513e+02
