a_1,a_2,a_3,a_4,b,y,He_Density
-203.093343,250.2935225,-119.8280354,22.07394392,3.283282337,0.422840044,0.09266
-203.0939611,250.2942842,-119.8284,22.0740111,3.283292328,0.422710558,0.09266
-203.0945798,250.2950466,-119.8287651,22.07407834,3.28330233,0.42258102,0.09266
-203.095199,250.2958099,-119.8291304,22.07414565,3.283312342,0.42245143,0.09266
-203.0958189,250.2965738,-119.8294962,22.07421302,3.283322363,0.42232179,0.09266
-203.0964394,250.2973385,-119.8298623,22.07428046,3.283332394,0.422192099,0.09266
-203.0970605,250.2981039,-119.8302287,22.07434796,3.283342434,0.42206236,0.09266
-203.0976821,250.29887,-119.8305955,22.07441553,3.283352484,0.421932574,0.09266
-203.0983043,250.2996368,-119.8309626,22.07448315,3.283362542,0.421802741,0.09266
-203.098927,250.3004043,-119.83133,22.07455084,3.28337261,0.421672863,0.09266
-203.0995503,250.3011724,-119.8316978,22.07461859,3.283382687,0.421542941,0.09266
-203.1001742,250.3019413,-119.8320659,22.07468639,3.283392772,0.421412975,0.09266
-203.1007986,250.3027107,-119.8324343,22.07475426,3.283402866,0.421282968,0.09266
-203.1014235,250.3034809,-119.832803,22.07482218,3.283412968,0.421152919,0.09266
-203.1020489,250.3042517,-119.833172,22.07489015,3.283423079,0.42102283,0.09266
-203.1026749,250.3050231,-119.8335413,22.07495819,3.283433199,0.420892703,0.09266
-203.1033013,250.3057951,-119.8339109,22.07502627,3.283443326,0.420762538,0.09266
-203.1039282,250.3065678,-119.8342808,22.07509441,3.283453461,0.420632336,0.09266
-203.1045557,250.307341,-119.834651,22.07516261,3.283463604,0.420502098,0.09266
-203.1051836,250.3081148,-119.8350215,22.07523085,3.283473755,0.420371826,0.09266
-203.1058119,250.3088892,-119.8353922,22.07529915,3.283483914,0.420241521,0.09266
-203.1064408,250.3096642,-119.8357632,22.0753675,3.28349408,0.420111183,0.09266
-203.1070701,250.3104398,-119.8361345,22.0754359,3.283504253,0.419980814,0.09266
-203.1076998,250.3112159,-119.8365061,22.07550434,3.283514434,0.419850414,0.09266
-203.10833,250.3119925,-119.8368779,22.07557283,3.283524622,0.419719986,0.09266
-203.1089606,250.3127697,-119.83725,22.07564138,3.283534816,0.419589529,0.09266
-203.1095916,250.3135474,-119.8376223,22.07570996,3.283545018,0.419459045,0.09266
-203.1102231,250.3143256,-119.8379948,22.07577859,3.283555226,0.419328535,0.09266
-203.1108549,250.3151043,-119.8383677,22.07584727,3.283565441,0.419198001,0.09266
-203.1114872,250.3158835,-119.8387407,22.07591599,3.283575662,0.419067443,0.09265
-203.1121198,250.3166632,-119.839114,22.07598475,3.28358589,0.418936862,0.09265
-203.1127529,250.3174433,-119.8394875,22.07605355,3.283596124,0.418806259,0.09265
-203.1133863,250.3182239,-119.8398612,22.0761224,3.283606364,0.418675636,0.09265
-203.1140201,250.319005,-119.8402351,22.07619128,3.283616609,0.418544994,0.09265
-203.1146542,250.3197865,-119.8406093,22.07626021,3.283626861,0.418414333,0.09265
-203.1152887,250.3205685,-119.8409836,22.07632917,3.283637118,0.418283655,0.09265
-203.1159235,250.3213508,-119.8413582,22.07639817,3.283647381,0.41815296,0.09265
-203.1165587,250.3221336,-119.8417329,22.0764672,3.28365765,0.418022251,0.09265
-203.1171942,250.3229168,-119.8421079,22.07653627,3.283667923,0.417891527,0.09265
-203.11783,250.3237004,-119.842483,22.07660538,3.283678202,0.417760791,0.09265
-203.1184661,250.3244844,-119.8428584,22.07667452,3.283688486,0.417630042,0.09265
-203.1191026,250.3252687,-119.8432339,22.07674369,3.283698775,0.417499283,0.09265
-203.1197393,250.3260534,-119.8436095,22.0768129,3.283709069,0.417368514,0.09265
-203.1203763,250.3268385,-119.8439854,22.07688213,3.283719367,0.417237736,0.09265
-203.1210136,250.3276239,-119.8443614,22.0769514,3.28372967,0.417106951,0.09265
-203.1216512,250.3284096,-119.8447376,22.0770207,3.283739977,0.416976159,0.09265
-203.122289,250.3291957,-119.8451139,22.07709002,3.283750288,0.416845362,0.09265
-203.1229271,250.3299821,-119.8454904,22.07715937,3.283760604,0.41671456,0.09265
-203.1235654,250.3307688,-119.845867,22.07722875,3.283770923,0.416583755,0.09265
-203.124204,250.3315558,-119.8462438,22.07729816,3.283781247,0.416452948,0.09265
-203.1248428,250.332343,-119.8466207,22.07736759,3.283791574,0.41632214,0.09265
-203.1254819,250.3331306,-119.8469977,22.07743705,3.283801905,0.416191332,0.09265
-203.1261211,250.3339184,-119.8473749,22.07750653,3.283812239,0.416060524,0.09265
-203.1267606,250.3347065,-119.8477522,22.07757603,3.283822577,0.415929719,0.09265
-203.1274002,250.3354948,-119.8481296,22.07764555,3.283832918,0.415798917,0.09265
-203.1280401,250.3362834,-119.8485071,22.0777151,3.283843262,0.41566812,0.09265
-203.1286801,250.3370721,-119.8488848,22.07778466,3.283853609,0.415537327,0.09265
-203.1293203,250.3378612,-119.8492625,22.07785425,3.283863959,0.415406541,0.09265
-203.1299607,250.3386504,-119.8496403,22.07792385,3.283874312,0.415275763,0.09265
-203.1306013,250.3394398,-119.8500183,22.07799347,3.283884667,0.415144993,0.09265
-203.131242,250.3402294,-119.8503963,22.07806311,3.283895025,0.415014233,0.09265
-203.1318828,250.3410192,-119.8507744,22.07813276,3.283905385,0.414883484,0.09265
-203.1325238,250.3418091,-119.8511526,22.07820243,3.283915748,0.414752746,0.09265
-203.1331649,250.3425992,-119.8515309,22.07827211,3.283926112,0.414622021,0.09265
-203.1338061,250.3433895,-119.8519092,22.0783418,3.283936478,0.414491311,0.09265
-203.1344475,250.3441799,-119.8522876,22.07841151,3.283946846,0.414360615,0.09264
-203.1350889,250.3449704,-119.8526661,22.07848123,3.283957216,0.414229936,0.09264
-203.1357305,250.345761,-119.8530446,22.07855096,3.283967588,0.414099273,0.09264
-203.1363721,250.3465518,-119.8534232,22.07862069,3.283977961,0.413968629,0.09264
-203.1370138,250.3473426,-119.8538018,22.07869044,3.283988335,0.413838004,0.09264
-203.1376556,250.3481336,-119.8541804,22.0787602,3.28399871,0.4137074,0.09264
-203.1382975,250.3489246,-119.8545591,22.07882996,3.284009087,0.413576817,0.09264
-203.1389394,250.3497157,-119.8549379,22.07889973,3.284019464,0.413446257,0.09264
-203.1395813,250.3505069,-119.8553166,22.0789695,3.284029842,0.413315721,0.09264
-203.1402233,250.3512981,-119.8556954,22.07903928,3.284040221,0.413185209,0.09264
-203.1408654,250.3520893,-119.8560742,22.07910906,3.284050601,0.413054723,0.09264
-203.1415074,250.3528806,-119.8564531,22.07917885,3.284060981,0.412924264,0.09264
-203.1421495,250.3536719,-119.8568319,22.07924863,3.284071361,0.412793833,0.09264
-203.1427916,250.3544632,-119.8572108,22.07931842,3.284081741,0.412663432,0.09264
-203.1434337,250.3552545,-119.8575896,22.07938821,3.284092121,0.41253306,0.09264
-203.1440758,250.3560459,-119.8579684,22.079458,3.284102501,0.412402719,0.09264
-203.1447179,250.3568371,-119.8583473,22.07952778,3.284112881,0.412272411,0.09264
-203.1453599,250.3576284,-119.8587261,22.07959757,3.284123261,0.412142136,0.09264
-203.1460019,250.3584196,-119.8591049,22.07966735,3.28413364,0.412011896,0.09264
-203.1466439,250.3592108,-119.8594837,22.07973712,3.284144019,0.411881691,0.09264
-203.1472858,250.3600019,-119.8598624,22.07980689,3.284154396,0.411751523,0.09264
-203.1479277,250.360793,-119.8602411,22.07987666,3.284164773,0.411621392,0.09264
-203.1485695,250.361584,-119.8606198,22.07994642,3.284175149,0.4114913,0.09264
-203.1492113,250.3623749,-119.8609985,22.08001617,3.284185524,0.411361248,0.09264
-203.149853,250.3631657,-119.861377,22.08008591,3.284195897,0.411231237,0.09264
-203.1504945,250.3639564,-119.8617556,22.08015564,3.284206269,0.411101268,0.09264
-203.151136,250.3647469,-119.8621341,22.08022537,3.28421664,0.410971343,0.09264
-203.1517774,250.3655374,-119.8625125,22.08029508,3.284227009,0.410841461,0.09264
-203.1524187,250.3663277,-119.8628909,22.08036478,3.284237376,0.410711624,0.09264
-203.1530599,250.3671179,-119.8632692,22.08043446,3.284247741,0.410581834,0.09264
-203.1537009,250.3679079,-119.8636474,22.08050414,3.284258104,0.410452091,0.09264
-203.1543418,250.3686977,-119.8640255,22.0805738,3.284268465,0.410322397,0.09264
-203.1549825,250.3694874,-119.8644036,22.08064344,3.284278824,0.410192752,0.09264
-203.1556232,250.3702769,-119.8647816,22.08071307,3.28428918,0.410063158,0.09264
-203.1562636,250.3710662,-119.8651594,22.08078268,3.284299534,0.409933616,0.09264
-203.1569039,250.3718553,-119.8655372,22.08085227,3.284309885,0.409804126,0.09263
-203.157544,250.3726442,-119.8659149,22.08092184,3.284320234,0.40967469,0.09263
-203.1581839,250.3734328,-119.8662925,22.08099139,3.284330579,0.409545309,0.09263
-203.1588237,250.3742213,-119.8666699,22.08106093,3.284340921,0.409415985,0.09263
-203.1594632,250.3750094,-119.8670472,22.08113044,3.28435126,0.409286717,0.09263
-203.1601026,250.3757974,-119.8674245,22.08119993,3.284361596,0.409157507,0.09263
-203.1607417,250.376585,-119.8678016,22.08126939,3.284371928,0.409028357,0.09263
-203.1613806,250.3773724,-119.8681785,22.08133883,3.284382257,0.408899267,0.09263
-203.1620193,250.3781595,-119.8685554,22.08140825,3.284392582,0.408770239,0.09263
-203.1626577,250.3789463,-119.868932,22.08147764,3.284402904,0.408641273,0.09263
-203.1632959,250.3797328,-119.8693086,22.08154701,3.284413221,0.40851237,0.09263
-203.1639338,250.380519,-119.869685,22.08161634,3.284423534,0.408383532,0.09263
-203.1645715,250.3813049,-119.8700612,22.08168565,3.284433843,0.40825476,0.09263
-203.1652089,250.3820905,-119.8704373,22.08175493,3.284444147,0.408126055,0.09263
-203.165846,250.3828757,-119.8708132,22.08182418,3.284454447,0.407997417,0.09263
-203.1664829,250.3836605,-119.871189,22.0818934,3.284464743,0.407868849,0.09263
-203.1671194,250.384445,-119.8715645,22.08196258,3.284475034,0.407740351,0.09263
-203.1677557,250.3852291,-119.8719399,22.08203174,3.28448532,0.407611923,0.09263
-203.1683916,250.3860129,-119.8723151,22.08210086,3.2844956,0.407483568,0.09263
-203.1690273,250.3867962,-119.8726902,22.08216994,3.284505876,0.407355286,0.09263
-203.1696626,250.3875792,-119.873065,22.08223899,3.284516147,0.407227079,0.09263
-203.1702975,250.3883617,-119.8734397,22.082308,3.284526412,0.407098947,0.09263
-203.1709322,250.3891438,-119.8738141,22.08237698,3.284536671,0.406970891,0.09263
-203.1715664,250.3899255,-119.8741883,22.08244592,3.284546925,0.406842913,0.09263
-203.1722004,250.3907068,-119.8745623,22.08251482,3.284557174,0.406715014,0.09263
-203.1728339,250.3914876,-119.8749362,22.08258368,3.284567416,0.406587195,0.09263
-203.1734671,250.3922679,-119.8753097,22.0826525,3.284577652,0.406459456,0.09263
-203.1740999,250.3930478,-119.8756831,22.08272128,3.284587882,0.406331799,0.09263
-203.1747323,250.3938272,-119.8760562,22.08279001,3.284598106,0.406204225,0.09263
-203.1753643,250.3946061,-119.8764291,22.08285871,3.284608324,0.406076735,0.09263
-203.1759959,250.3953845,-119.8768018,22.08292736,3.284618534,0.405949331,0.09263
-203.1766271,250.3961624,-119.8771742,22.08299596,3.284628739,0.405822012,0.09263
-203.1772579,250.3969397,-119.8775464,22.08306452,3.284638936,0.405694781,0.09263
-203.1778883,250.3977166,-119.8779183,22.08313303,3.284649127,0.405567638,0.09263
-203.1785182,250.3984929,-119.87829,22.0832015,3.28465931,0.405440585,0.09263
-203.1791477,250.3992686,-119.8786613,22.08326991,3.284669486,0.405313622,0.09262
-203.1797767,250.4000438,-119.8790325,22.08333828,3.284679655,0.405186751,0.09262
-203.1804052,250.4008185,-119.8794033,22.0834066,3.284689817,0.405059972,0.09262
-203.1810333,250.4015925,-119.8797739,22.08347486,3.28469997,0.404933288,0.09262
-203.1816609,250.402366,-119.8801442,22.08354308,3.284710117,0.404806698,0.09262
-203.182288,250.4031389,-119.8805142,22.08361124,3.284720255,0.404680204,0.09262
-203.1829147,250.4039112,-119.880884,22.08367935,3.284730385,0.404553806,0.09262
-203.1835408,250.4046828,-119.8812534,22.0837474,3.284740508,0.404427508,0.09262
-203.1841664,250.4054538,-119.8816225,22.0838154,3.284750622,0.404301308,0.09262
-203.1847915,250.4062242,-119.8819913,22.08388334,3.284760727,0.404175208,0.09262
-203.1854161,250.406994,-119.8823598,22.08395122,3.284770825,0.40404921,0.09262
-203.1860402,250.407763,-119.882728,22.08401905,3.284780913,0.403923314,0.09262
-203.1866637,250.4085315,-119.8830959,22.08408682,3.284790993,0.403797521,0.09262
-203.1872867,250.4092992,-119.8834635,22.08415453,3.284801064,0.403671834,0.09262
-203.1879091,250.4100663,-119.8838307,22.08422218,3.284811126,0.403546251,0.09262
-203.1885309,250.4108326,-119.8841976,22.08428977,3.284821179,0.403420776,0.09262
-203.1891522,250.4115983,-119.8845642,22.08435729,3.284831223,0.403295408,0.09262
-203.1897729,250.4123632,-119.8849304,22.08442475,3.284841257,0.403170149,0.09262
-203.190393,250.4131275,-119.8852963,22.08449215,3.284851282,0.403045,0.09262
-203.1910125,250.4138909,-119.8856618,22.08455948,3.284861297,0.402919962,0.09262
-203.1916314,250.4146537,-119.8860269,22.08462675,3.284871303,0.402795036,0.09262
-203.1922497,250.4154157,-119.8863917,22.08469395,3.284881298,0.402670223,0.09262
-203.1928673,250.4161769,-119.8867562,22.08476109,3.284891284,0.402545525,0.09262
-203.1934844,250.4169373,-119.8871202,22.08482815,3.284901259,0.402420941,0.09262
-203.1941008,250.417697,-119.8874839,22.08489515,3.284911224,0.402296475,0.09262
-203.1947166,250.4184559,-119.8878472,22.08496207,3.284921179,0.402172125,0.09262
-203.1953317,250.4192139,-119.8882102,22.08502893,3.284931123,0.402047895,0.09262
-203.1959461,250.4199712,-119.8885727,22.08509571,3.284941056,0.401923783,0.09262
-203.1965599,250.4207276,-119.8889348,22.08516243,3.284950979,0.401799793,0.09262
-203.197173,250.4214832,-119.8892966,22.08522906,3.284960891,0.401675924,0.09262
-203.1977854,250.422238,-119.8896579,22.08529563,3.284970791,0.401552179,0.09262
-203.1983972,250.4229919,-119.8900188,22.08536211,3.284980681,0.401428557,0.09262
-203.1990082,250.4237449,-119.8903794,22.08542853,3.284990559,0.40130506,0.09262
-203.1996185,250.4244971,-119.8907395,22.08549486,3.285000426,0.401181689,0.09262
-203.2002281,250.4252483,-119.8910991,22.08556112,3.285010281,0.401058446,0.09262
-203.200837,250.4259987,-119.8914584,22.0856273,3.285020124,0.400935331,0.09262
-203.2014451,250.4267482,-119.8918172,22.0856934,3.285029956,0.400812345,0.09262
-203.2020526,250.4274968,-119.8921756,22.08575942,3.285039775,0.400689489,0.09261
-203.2026592,250.4282445,-119.8925335,22.08582535,3.285049583,0.400566765,0.09261
-203.2032651,250.4289912,-119.892891,22.08589121,3.285059378,0.400444174,0.09261
-203.2038703,250.429737,-119.8932481,22.08595698,3.285069161,0.400321716,0.09261
-203.2044747,250.4304818,-119.8936046,22.08602267,3.285078932,0.400199393,0.09261
-203.2050782,250.4312257,-119.8939608,22.08608827,3.28508869,0.400077206,0.09261
-203.205681,250.4319686,-119.8943164,22.08615379,3.285098435,0.399955156,0.09261
-203.2062831,250.4327105,-119.8946716,22.08621922,3.285108167,0.399833243,0.09261
-203.2068843,250.4334514,-119.8950264,22.08628457,3.285117887,0.39971147,0.09261
-203.2074847,250.4341914,-119.8953806,22.08634982,3.285127593,0.399589837,0.09261
-203.2080842,250.4349303,-119.8957344,22.08641499,3.285137286,0.399468345,0.09261
-203.208683,250.4356682,-119.8960876,22.08648007,3.285146965,0.399346995,0.09261
-203.2092809,250.436405,-119.8964404,22.08654505,3.285156631,0.399225789,0.09261
-203.209878,250.4371409,-119.8967927,22.08660995,3.285166284,0.399104727,0.09261
-203.2104742,250.4378757,-119.8971445,22.08667475,3.285175922,0.39898381,0.09261
-203.2110695,250.4386094,-119.8974957,22.08673946,3.285185547,0.39886304,0.09261
-203.211664,250.439342,-119.8978465,22.08680407,3.285195158,0.398742418,0.09261
-203.2122576,250.4400736,-119.8981967,22.08686859,3.285204755,0.398621945,0.09261
-203.2128504,250.4408041,-119.8985465,22.08693302,3.285214337,0.398501621,0.09261
-203.2134422,250.4415335,-119.8988956,22.08699734,3.285223905,0.398381449,0.09261
-203.2140332,250.4422618,-119.8992443,22.08706157,3.285233458,0.398261428,0.09261
-203.2146232,250.4429889,-119.8995924,22.0871257,3.285242997,0.39814156,0.09261
-203.2152123,250.443715,-119.89994,22.08718973,3.285252521,0.398021847,0.09261
-203.2158005,250.4444399,-119.9002871,22.08725366,3.28526203,0.397902288,0.09261
-203.2163878,250.4451636,-119.9006336,22.08731749,3.285271524,0.397782886,0.09261
-203.2169741,250.4458862,-119.9009795,22.08738122,3.285281002,0.397663642,0.09261
-203.2175595,250.4466076,-119.9013249,22.08744484,3.285290466,0.397544555,0.09261
-203.2181439,250.4473279,-119.9016697,22.08750836,3.285299914,0.397425629,0.09261
-203.2187274,250.4480469,-119.9020139,22.08757178,3.285309346,0.397306863,0.09261
-203.2193098,250.4487648,-119.9023576,22.08763509,3.285318763,0.397188258,0.09261
-203.2198913,250.4494814,-119.9027007,22.08769829,3.285328164,0.397069817,0.09261
-203.2204719,250.4501969,-119.9030432,22.08776139,3.285337549,0.396951539,0.09261
-203.2210514,250.4509111,-119.9033852,22.08782437,3.285346918,0.396833426,0.09261
-203.2216299,250.4516241,-119.9037265,22.08788725,3.28535627,0.396715479,0.09261
-203.2222074,250.4523358,-119.9040672,22.08795002,3.285365606,0.396597699,0.09261
-203.2227839,250.4530463,-119.9044074,22.08801268,3.285374926,0.396480088,0.09261
-203.2233594,250.4537555,-119.9047469,22.08807523,3.285384229,0.396362645,0.09261
-203.2239338,250.4544634,-119.9050858,22.08813766,3.285393516,0.396245373,0.09261
-203.2245072,250.45517,-119.9054241,22.08819998,3.285402785,0.396128273,0.0926
-203.2250795,250.4558754,-119.9057618,22.08826219,3.285412038,0.396011344,0.0926
-203.2256508,250.4565794,-119.9060989,22.08832428,3.285421273,0.39589459,0.0926
-203.226221,250.4572822,-119.9064353,22.08838625,3.285430492,0.39577801,0.0926
-203.2267902,250.4579836,-119.9067711,22.08844811,3.285439693,0.395661605,0.0926
-203.2273582,250.4586836,-119.9071063,22.08850985,3.285448876,0.395545378,0.0926
-203.2279252,250.4593824,-119.9074408,22.08857147,3.285458042,0.395429328,0.0926
-203.228491,250.4600797,-119.9077747,22.08863298,3.285467189,0.395313457,0.0926
-203.2290558,250.4607757,-119.9081079,22.08869436,3.28547632,0.395197767,0.0926
-203.2296194,250.4614704,-119.9084404,22.08875562,3.285485432,0.395082257,0.0926
-203.2301819,250.4621636,-119.9087723,22.08881676,3.285494525,0.394966929,0.0926
-203.2307433,250.4628555,-119.9091035,22.08887778,3.285503601,0.394851785,0.0926
-203.2313036,250.4635459,-119.9094341,22.08893867,3.285512658,0.394736825,0.0926
-203.2318627,250.464235,-119.909764,22.08899944,3.285521697,0.394622051,0.0926
-203.2324206,250.4649226,-119.9100932,22.08906008,3.285530717,0.394507463,0.0926
-203.2329774,250.4656088,-119.9104217,22.08912059,3.285539718,0.394393062,0.0926
-203.233533,250.4662935,-119.9107495,22.08918098,3.2855487,0.39427885,0.0926
-203.2340874,250.4669768,-119.9110766,22.08924124,3.285557663,0.394164828,0.0926
-203.2346407,250.4676586,-119.911403,22.08930138,3.285566607,0.394050997,0.0926
-203.2351927,250.468339,-119.9117288,22.08936138,3.285575532,0.393937357,0.0926
-203.2357436,250.4690178,-119.9120538,22.08942125,3.285584437,0.393823911,0.0926
-203.2362932,250.4696952,-119.9123781,22.08948099,3.285593323,0.393710658,0.0926
-203.2368416,250.4703711,-119.9127016,22.08954059,3.285602188,0.393597601,0.0926
-203.2373888,250.4710454,-119.9130245,22.08960007,3.285611035,0.39348474,0.0926
-203.2379348,250.4717183,-119.9133466,22.08965941,3.285619861,0.393372076,0.0926
-203.2384795,250.4723896,-119.913668,22.08971861,3.285628667,0.39325961,0.0926
-203.239023,250.4730593,-119.9139887,22.08977768,3.285637453,0.393147344,0.0926
-203.2395652,250.4737276,-119.9143086,22.08983661,3.285646218,0.393035278,0.0926
-203.2401061,250.4743942,-119.9146277,22.0898954,3.285654963,0.392923414,0.0926
-203.2406458,250.4750593,-119.9149461,22.08995406,3.285663687,0.392811753,0.0926
-203.2411841,250.4757228,-119.9152638,22.09001257,3.285672391,0.392700295,0.0926
-203.2417212,250.4763847,-119.9155807,22.09007095,3.285681074,0.392589042,0.0926
-203.242257,250.477045,-119.9158968,22.09012918,3.285689736,0.392477995,0.0926
-203.2427915,250.4777037,-119.9162121,22.09018728,3.285698376,0.392367155,0.0926
-203.2433247,250.4783608,-119.9165267,22.09024523,3.285706996,0.392256523,0.0926
-203.2438565,250.4790163,-119.9168405,22.09030303,3.285715594,0.3921461,0.0926
-203.244387,250.4796701,-119.9171535,22.09036069,3.28572417,0.392035888,0.0926
-203.2449162,250.4803222,-119.9174658,22.09041821,3.285732725,0.391925886,0.0926
-203.245444,250.4809727,-119.9177772,22.09047558,3.285741258,0.391816097,0.0926
-203.2459705,250.4816216,-119.9180878,22.0905328,3.285749769,0.391706522,0.0926
-203.2464956,250.4822687,-119.9183976,22.09058987,3.285758258,0.391597161,0.0926
-203.2470194,250.4829142,-119.9187066,22.0906468,3.285766725,0.391488015,0.09259
-203.2475417,250.4835579,-119.9190148,22.09070357,3.28577517,0.391379087,0.09259
-203.2480627,250.4842,-119.9193222,22.0907602,3.285783592,0.391270376,0.09259
-203.2485823,250.4848403,-119.9196288,22.09081667,3.285791992,0.391161883,0.09259
-203.2491005,250.4854789,-119.9199345,22.09087299,3.285800369,0.391053611,0.09259
-203.2496172,250.4861158,-119.9202394,22.09092916,3.285808723,0.39094556,0.09259
-203.2501326,250.4867509,-119.9205435,22.09098517,3.285817055,0.39083773,0.09259
-203.2506465,250.4873843,-119.9208467,22.09104103,3.285825363,0.390730124,0.09259
-203.251159,250.4880159,-119.9211491,22.09109673,3.285833648,0.390622742,0.09259
-203.25167,250.4886457,-119.9214506,22.09115227,3.28584191,0.390515586,0.09259
-203.2521796,250.4892737,-119.9217513,22.09120766,3.285850148,0.390408656,0.09259
-203.2526878,250.4898999,-119.9220511,22.09126289,3.285858363,0.390301953,0.09259
-203.2531944,250.4905244,-119.92235,22.09131796,3.285866554,0.390195479,0.09259
-203.2536996,250.491147,-119.9226481,22.09137287,3.285874721,0.390089234,0.09259
-203.2542033,250.4917678,-119.9229453,22.09142761,3.285882864,0.38998322,0.09259
-203.2547056,250.4923867,-119.9232416,22.0914822,3.285890983,0.389877438,0.09259
-203.2552063,250.4930038,-119.9235371,22.09153662,3.285899078,0.389771889,0.09259
-203.2557055,250.493619,-119.9238316,22.09159088,3.285907149,0.389666573,0.09259
-203.2562032,250.4942324,-119.9241253,22.09164498,3.285915195,0.389561493,0.09259
-203.2566994,250.4948439,-119.924418,22.09169891,3.285923216,0.389456648,0.09259
-203.257194,250.4954535,-119.9247099,22.09175267,3.285931213,0.389352041,0.09259
-203.2576872,250.4960612,-119.9250008,22.09180627,3.285939185,0.389247672,0.09259
-203.2581787,250.496667,-119.9252908,22.09185969,3.285947132,0.389143543,0.09259
-203.2586687,250.4972709,-119.9255799,22.09191295,3.285955053,0.389039654,0.09259
-203.2591572,250.4978729,-119.9258681,22.09196604,3.28596295,0.388936006,0.09259
-203.2596441,250.4984729,-119.9261554,22.09201896,3.285970821,0.388832601,0.09259
-203.2601294,250.499071,-119.9264417,22.0920717,3.285978666,0.388729439,0.09259
-203.2606131,250.4996671,-119.9267271,22.09212428,3.285986486,0.388626522,0.09259
-203.2610952,250.5002613,-119.9270116,22.09217668,3.28599428,0.388523851,0.09259
-203.2615757,250.5008535,-119.9272951,22.09222891,3.286002049,0.388421427,0.09259
-203.2620546,250.5014437,-119.9275777,22.09228096,3.286009791,0.388319251,0.09259
-203.2625319,250.5020319,-119.9278593,22.09233283,3.286017507,0.388217323,0.09259
-203.2630076,250.5026181,-119.9281399,22.09238453,3.286025196,0.388115646,0.09259
-203.2634816,250.5032023,-119.9284196,22.09243605,3.28603286,0.38801422,0.09259
-203.263954,250.5037845,-119.9286983,22.0924874,3.286040496,0.387913046,0.09259
-203.2644247,250.5043646,-119.9289761,22.09253856,3.286048107,0.387812126,0.09259
-203.2648938,250.5049427,-119.9292528,22.09258954,3.28605569,0.38771146,0.09259
-203.2653612,250.5055187,-119.9295286,22.09264034,3.286063246,0.387611049,0.09259
-203.2658269,250.5060927,-119.9298034,22.09269096,3.286070775,0.387510895,0.09259
-203.266291,250.5066646,-119.9300772,22.0927414,3.286078277,0.387410999,0.09259
-203.2667533,250.5072344,-119.93035,22.09279166,3.286085752,0.387311362,0.09259
-203.267214,250.5078022,-119.9306218,22.09284172,3.286093199,0.387211984,0.09259
-203.2676729,250.5083678,-119.9308926,22.09289161,3.286100619,0.387112867,0.09259
-203.2681302,250.5089313,-119.9311623,22.0929413,3.286108011,0.387014012,0.09259
-203.2685857,250.5094927,-119.9314311,22.09299081,3.286115375,0.38691542,0.09259
-203.2690395,250.5100519,-119.9316989,22.09304014,3.286122711,0.386817092,0.09259
-203.2694915,250.510609,-119.9319656,22.09308927,3.286130019,0.38671903,0.09258
-203.2699419,250.511164,-119.9322313,22.09313821,3.286137299,0.386621233,0.09258
-203.2703904,250.5117168,-119.9324959,22.09318696,3.28614455,0.386523704,0.09258
-203.2708372,250.5122674,-119.9327595,22.09323553,3.286151773,0.386426444,0.09258
-203.2712822,250.5128159,-119.9330221,22.09328389,3.286158968,0.386329453,0.09258
-203.2717254,250.5133621,-119.9332836,22.09333207,3.286166133,0.386232732,0.09258
-203.2721669,250.5139062,-119.9335441,22.09338005,3.28617327,0.386136283,0.09258
-203.2726066,250.514448,-119.9338035,22.09342784,3.286180378,0.386040107,0.09258
-203.2730444,250.5149876,-119.9340618,22.09347543,3.286187456,0.385944205,0.09258
-203.2734805,250.515525,-119.9343191,22.09352282,3.286194505,0.385848578,0.09258
-203.2739147,250.5160601,-119.9345753,22.09357001,3.286201525,0.385753226,0.09258
-203.2743471,250.516593,-119.9348304,22.09361701,3.286208516,0.385658152,0.09258
-203.2747777,250.5171237,-119.9350845,22.09366381,3.286215476,0.385563356,0.09258
-203.2752064,250.517652,-119.9353374,22.09371041,3.286222407,0.385468839,0.09258
-203.2756333,250.5181781,-119.9355893,22.0937568,3.286229308,0.385374602,0.09258
-203.2760583,250.5187019,-119.93584,22.093803,3.286236179,0.385280646,0.09258
-203.2764814,250.5192234,-119.9360897,22.09384899,3.28624302,0.385186973,0.09258
-203.2769027,250.5197426,-119.9363383,22.09389478,3.286249831,0.385093584,0.09258
-203.2773221,250.5202595,-119.9365857,22.09394036,3.286256611,0.385000479,0.09258
-203.2777396,250.520774,-119.936832,22.09398574,3.28626336,0.38490766,0.09258
-203.2781552,250.5212862,-119.9370773,22.09403091,3.286270079,0.384815128,0.09258
-203.2785689,250.521796,-119.9373213,22.09407587,3.286276767,0.384722883,0.09258
-203.2789807,250.5223035,-119.9375643,22.09412063,3.286283424,0.384630928,0.09258
-203.2793906,250.5228086,-119.9378061,22.09416518,3.28629005,0.384539262,0.09258
-203.2797985,250.5233114,-119.9380468,22.09420952,3.286296645,0.384447887,0.09258
-203.2802045,250.5238117,-119.9382864,22.09425364,3.286303208,0.384356805,0.09258
-203.2806085,250.5243097,-119.9385247,22.09429756,3.28630974,0.384266016,0.09258
-203.2810106,250.5248052,-119.938762,22.09434126,3.286316241,0.384175521,0.09258
-203.2814107,250.5252983,-119.9389981,22.09438475,3.286322709,0.384085321,0.09258
-203.2818089,250.525789,-119.939233,22.09442803,3.286329146,0.383995418,0.09258
