a_1,a_2,a_3,a_4,b,y,He_Density
-70.562878,144.9368964,-115.6475763,35.50641143,8.802049897,0.592724301,0.09558
-70.56186559,144.9348169,-115.6459171,35.505902,8.801923608,0.592784135,0.09559
-70.56084845,144.9327277,-115.64425,35.50539018,8.801796729,0.592844042,0.09559
-70.55982659,144.9306288,-115.6425753,35.504876,8.801669263,0.592904021,0.09559
-70.55880006,144.9285203,-115.6408929,35.50435946,8.801541212,0.592964071,0.09559
-70.55776887,144.9264022,-115.6392028,35.50384057,8.801412581,0.593024192,0.09559
-70.55673305,144.9242746,-115.6375052,35.50331936,8.801283372,0.593084384,0.09559
-70.55569262,144.9221376,-115.6358,35.50279583,8.801153588,0.593144646,0.09559
-70.55464761,144.9199911,-115.6340873,35.50226999,8.801023233,0.593204978,0.0956
-70.55359805,144.9178353,-115.6323671,35.50174187,8.80089231,0.593265379,0.0956
-70.55254396,144.9156702,-115.6306396,35.50121146,8.800760822,0.59332585,0.0956
-70.55148536,144.9134958,-115.6289046,35.50067879,8.800628773,0.593386389,0.0956
-70.55042228,144.9113122,-115.6271623,35.50014386,8.800496164,0.593446996,0.0956
-70.54935476,144.9091195,-115.6254127,35.49960669,8.800363,0.593507671,0.0956
-70.5482828,144.9069177,-115.6236558,35.4990673,8.800229284,0.593568413,0.0956
-70.54720645,144.9047069,-115.6218918,35.49852569,8.800095019,0.593629223,0.09561
-70.54612571,144.902487,-115.6201205,35.49798187,8.799960207,0.593690098,0.09561
-70.54504063,144.9002583,-115.6183421,35.49743587,8.799824853,0.59375104,0.09561
-70.54395122,144.8980206,-115.6165567,35.49688769,8.79968896,0.593812048,0.09561
-70.54285751,144.8957741,-115.6147642,35.49633735,8.79955253,0.593873121,0.09561
-70.54175952,144.8935188,-115.6129646,35.49578486,8.799415567,0.593934259,0.09561
-70.54065729,144.8912548,-115.6111582,35.49523023,8.799278074,0.593995462,0.09561
-70.53955083,144.8889822,-115.6093448,35.49467347,8.799140054,0.594056729,0.09562
-70.53844018,144.8867009,-115.6075245,35.4941146,8.79900151,0.594118059,0.09562
-70.53732535,144.884411,-115.6056973,35.49355364,8.798862446,0.594179452,0.09562
-70.53620638,144.8821126,-115.6038634,35.49299058,8.798722864,0.594240909,0.09562
-70.53508328,144.8798058,-115.6020228,35.49242545,8.798582769,0.594302428,0.09562
-70.53395609,144.8774905,-115.6001754,35.49185826,8.798442162,0.594364009,0.09562
-70.53282482,144.8751669,-115.5983213,35.49128902,8.798301048,0.594425652,0.09562
-70.53168951,144.8728349,-115.5964606,35.49071775,8.798159428,0.594487356,0.09563
-70.53055018,144.8704947,-115.5945933,35.49014445,8.798017308,0.59454912,0.09563
-70.52940686,144.8681463,-115.5927195,35.48956915,8.797874689,0.594610946,0.09563
-70.52825957,144.8657898,-115.5908392,35.48899184,8.797731575,0.594672831,0.09563
-70.52710833,144.8634251,-115.5889524,35.48841255,8.79758797,0.594734776,0.09563
-70.52595318,144.8610524,-115.5870592,35.48783129,8.797443875,0.59479678,0.09563
-70.52479413,144.8586717,-115.5851596,35.48724807,8.797299295,0.594858842,0.09563
-70.52363122,144.8562831,-115.5832536,35.48666291,8.797154232,0.594920964,0.09564
-70.52246446,144.8538866,-115.5813414,35.48607581,8.797008691,0.594983143,0.09564
-70.52129389,144.8514822,-115.5794229,35.48548679,8.796862673,0.59504538,0.09564
-70.52011953,144.84907,-115.5774982,35.48489587,8.796716182,0.595107674,0.09564
-70.5189414,144.8466502,-115.5755673,35.48430305,8.796569222,0.595170024,0.09564
-70.51775953,144.8442226,-115.5736303,35.48370834,8.796421795,0.595232431,0.09564
-70.51657395,144.8417874,-115.5716873,35.48311177,8.796273905,0.595294894,0.09565
-70.51538467,144.8393446,-115.5697381,35.48251335,8.796125554,0.595357413,0.09565
-70.51419174,144.8368943,-115.567783,35.48191307,8.795976747,0.595419986,0.09565
-70.51299516,144.8344365,-115.5658219,35.48131097,8.795827486,0.595482614,0.09565
-70.51179498,144.8319713,-115.5638549,35.48070705,8.795677774,0.595545297,0.09565
-70.5105912,144.8294988,-115.561882,35.48010133,8.795527614,0.595608033,0.09565
-70.50938387,144.8270189,-115.5599032,35.47949381,8.795377011,0.595670823,0.09566
-70.50817299,144.8245317,-115.5579187,35.47888451,8.795225966,0.595733666,0.09566
-70.50695861,144.8220374,-115.5559284,35.47827345,8.795074483,0.595796562,0.09566
-70.50574074,144.8195359,-115.5539324,35.47766063,8.794922565,0.59585951,0.09566
-70.50451941,144.8170272,-115.5519307,35.47704607,8.794770216,0.59592251,0.09566
-70.50329464,144.8145116,-115.5499234,35.47642978,8.794617438,0.595985561,0.09566
-70.50206647,144.8119889,-115.5479105,35.47581178,8.794464234,0.596048663,0.09566
-70.50083491,144.8094592,-115.5458921,35.47519207,8.794310609,0.596111816,0.09567
-70.49959999,144.8069227,-115.5438681,35.47457068,8.794156565,0.596175019,0.09567
-70.49836174,144.8043793,-115.5418387,35.47394761,8.794002105,0.596238272,0.09567
-70.49712018,144.8018292,-115.5398039,35.47332287,8.793847232,0.596301574,0.09567
-70.49587534,144.7992722,-115.5377637,35.47269648,8.79369195,0.596364926,0.09567
-70.49462724,144.7967086,-115.5357182,35.47206845,8.793536261,0.596428325,0.09567
-70.49337591,144.7941384,-115.5336673,35.47143879,8.79338017,0.596491773,0.09568
-70.49212137,144.7915615,-115.5316112,35.47080753,8.793223678,0.596555269,0.09568
-70.49086366,144.7889782,-115.5295499,35.47017466,8.79306679,0.596618812,0.09568
-70.48960278,144.7863883,-115.5274834,35.4695402,8.792909508,0.596682402,0.09568
-70.48833878,144.7837921,-115.5254118,35.46890417,8.792751835,0.596746039,0.09568
-70.48707167,144.7811894,-115.5233351,35.46826657,8.792593776,0.596809722,0.09568
-70.48580148,144.7785804,-115.5212534,35.46762743,8.792435332,0.59687345,0.09569
-70.48452824,144.7759652,-115.5191666,35.46698675,8.792276507,0.596937224,0.09569
-70.48325197,144.7733437,-115.5170749,35.46634454,8.792117304,0.597001042,0.09569
-70.48197269,144.7707161,-115.5149782,35.46570083,8.791957727,0.597064905,0.09569
-70.48069044,144.7680823,-115.5128767,35.46505561,8.791797778,0.597128813,0.09569
-70.47940524,144.7654425,-115.5107704,35.46440891,8.791637461,0.597192764,0.09569
-70.4781171,144.7627966,-115.5086592,35.46376074,8.791476778,0.597256758,0.0957
-70.47682607,144.7601448,-115.5065433,35.46311111,8.791315734,0.597320795,0.0957
-70.47553216,144.7574871,-115.5044227,35.46246003,8.791154331,0.597384874,0.0957
-70.4742354,144.7548236,-115.5022974,35.46180751,8.790992572,0.597448996,0.0957
-70.47293581,144.7521542,-115.5001674,35.46115357,8.790830461,0.597513159,0.0957
-70.47163342,144.7494791,-115.4980329,35.46049823,8.790668,0.597577363,0.0957
-70.47032825,144.7467983,-115.4958938,35.45984148,8.790505193,0.597641608,0.09571
-70.46902034,144.7441118,-115.4937503,35.45918336,8.790342043,0.597705894,0.09571
-70.4677097,144.7414197,-115.4916022,35.45852386,8.790178554,0.597770219,0.09571
-70.46639636,144.7387221,-115.4894497,35.457863,8.790014727,0.597834584,0.09571
-70.46508035,144.736019,-115.4872929,35.4572008,8.789850567,0.597898988,0.09571
-70.46376169,144.7333105,-115.4851317,35.45653727,8.789686077,0.597963432,0.09572
-70.46244041,144.7305965,-115.4829662,35.45587241,8.789521259,0.598027913,0.09572
-70.46111653,144.7278773,-115.4807965,35.45520625,8.789356118,0.598092432,0.09572
-70.45979007,144.7251527,-115.4786225,35.4545388,8.789190655,0.598156989,0.09572
-70.45846107,144.7224229,-115.4764444,35.45387006,8.789024875,0.598221583,0.09572
-70.45712955,144.719688,-115.4742621,35.45320005,8.78885878,0.598286214,0.09572
-70.45579553,144.7169479,-115.4720757,35.45252879,8.788692374,0.598350881,0.09573
-70.45445904,144.7142027,-115.4698853,35.45185628,8.788525659,0.598415584,0.09573
-70.4531201,144.7114525,-115.4676909,35.45118254,8.788358639,0.598480322,0.09573
-70.45177874,144.7086974,-115.4654925,35.45050759,8.788191317,0.598545096,0.09573
-70.45043499,144.7059373,-115.4632902,35.44983143,8.788023697,0.598609904,0.09573
-70.44908886,144.7031723,-115.461084,35.44915407,8.787855781,0.598674747,0.09573
-70.44774039,144.7004025,-115.4588739,35.44847554,8.787687572,0.598739623,0.09574
-70.44638961,144.697628,-115.4566601,35.44779584,8.787519074,0.598804533,0.09574
-70.44503652,144.6948488,-115.4544425,35.44711498,8.78735029,0.598869476,0.09574
-70.44368117,144.6920649,-115.4522211,35.44643298,8.787181222,0.598934451,0.09574
-70.44232357,144.6892763,-115.4499961,35.44574986,8.787011875,0.598999459,0.09574
-70.44096376,144.6864833,-115.4477675,35.44506562,8.786842251,0.599064499,0.09575
-70.43960175,144.6836857,-115.4455353,35.44438027,8.786672354,0.59912957,0.09575
-70.43823758,144.6808837,-115.4432995,35.44369383,8.786502185,0.599194672,0.09575
-70.43687126,144.6780772,-115.4410602,35.44300632,8.78633175,0.599259804,0.09575
-70.43550282,144.6752664,-115.4388174,35.44231774,8.786161051,0.599324967,0.09575
-70.43413229,144.6724514,-115.4365712,35.4416281,8.78599009,0.599390159,0.09575
-70.4327597,144.669632,-115.4343216,35.44093743,8.785818872,0.599455381,0.09576
-70.43138506,144.6668085,-115.4320687,35.44024573,8.785647399,0.599520632,0.09576
-70.43000841,144.6639809,-115.4298125,35.43955301,8.785475675,0.599585911,0.09576
-70.42862976,144.6611491,-115.4275529,35.43885929,8.785303702,0.599651219,0.09576
-70.42724915,144.6583133,-115.4252902,35.43816458,8.785131484,0.599716554,0.09576
-70.4258666,144.6554735,-115.4230243,35.4374689,8.784959023,0.599781917,0.09577
-70.42448213,144.6526298,-115.4207553,35.43677225,8.784786324,0.599847306,0.09577
-70.42309577,144.6497822,-115.4184831,35.43607465,8.784613389,0.599912722,0.09577
-70.42170755,144.6469308,-115.4162079,35.43537612,8.784440221,0.599978165,0.09577
-70.42031749,144.6440756,-115.4139297,35.43467665,8.784266824,0.600043632,0.09577
-70.41892561,144.6412167,-115.4116485,35.43397628,8.784093201,0.600109125,0.09577
-70.41753194,144.6383541,-115.4093644,35.433275,8.783919354,0.600174643,0.09578
-70.41613651,144.6354878,-115.4070774,35.43257284,8.783745287,0.600240186,0.09578
-70.41473934,144.632618,-115.4047875,35.4318698,8.783571003,0.600305752,0.09578
-70.41334046,144.6297447,-115.4024949,35.43116589,8.783396506,0.600371342,0.09578
-70.41193988,144.6268679,-115.4001994,35.43046114,8.783221798,0.600436956,0.09578
-70.41053765,144.6239877,-115.3979012,35.42975555,8.783046882,0.600502592,0.09579
-70.40913377,144.6211041,-115.3956004,35.42904914,8.782871762,0.60056825,0.09579
-70.40772828,144.6182172,-115.3932969,35.42834191,8.78269644,0.600633931,0.09579
-70.40632121,144.6153271,-115.3909908,35.42763389,8.782520921,0.600699633,0.09579
-70.40491257,144.6124337,-115.3886821,35.42692508,8.782345207,0.600765357,0.09579
-70.40350239,144.6095372,-115.386371,35.42621549,8.7821693,0.600831101,0.0958
-70.4020907,144.6066376,-115.3840573,35.42550515,8.781993206,0.600896865,0.0958
-70.40067753,144.6037349,-115.3817412,35.42479406,8.781816925,0.60096265,0.0958
-70.39926289,144.6008292,-115.3794227,35.42408223,8.781640463,0.601028454,0.0958
-70.39784681,144.5979206,-115.3771019,35.42336967,8.781463821,0.601094277,0.0958
-70.39642932,144.5950091,-115.3747787,35.42265641,8.781287003,0.601160119,0.0958
-70.39501045,144.5920947,-115.3724533,35.42194245,8.781110012,0.60122598,0.09581
-70.39359022,144.5891775,-115.3701256,35.4212278,8.780932851,0.601291858,0.09581
-70.39216864,144.5862576,-115.3677958,35.42051249,8.780755523,0.601357754,0.09581
-70.39074576,144.583335,-115.3654637,35.41979651,8.780578032,0.601423666,0.09581
-70.38932159,144.5804097,-115.3631296,35.41907988,8.78040038,0.601489596,0.09581
-70.38789616,144.5774819,-115.3607935,35.41836262,8.780222572,0.601555542,0.09582
-70.3864695,144.5745515,-115.3584553,35.41764474,8.780044609,0.601621504,0.09582
-70.38504162,144.5716186,-115.3561151,35.41692625,8.779866495,0.601687481,0.09582
-70.38361256,144.5686833,-115.3537729,35.41620716,8.779688233,0.601753473,0.09582
-70.38218234,144.5657456,-115.3514289,35.41548749,8.779509826,0.60181948,0.09582
-70.38075098,144.5628056,-115.349083,35.41476725,8.779331278,0.601885501,0.09583
-70.37931851,144.5598633,-115.3467353,35.41404645,8.779152591,0.601951536,0.09583
-70.37788496,144.5569187,-115.3443858,35.4133251,8.778973769,0.602017585,0.09583
-70.37645035,144.553972,-115.3420346,35.41260322,8.778794814,0.602083646,0.09583
-70.3750147,144.5510232,-115.3396816,35.41188082,8.778615731,0.60214972,0.09583
-70.37357804,144.5480723,-115.3373271,35.41115791,8.778436521,0.602215806,0.09584
-70.3721404,144.5451194,-115.3349709,35.41043451,8.778257189,0.602281904,0.09584
-70.37070179,144.5421644,-115.3326131,35.40971062,8.778077737,0.602348014,0.09584
-70.36926226,144.5392076,-115.3302538,35.40898626,8.777898169,0.602414134,0.09584
-70.36782181,144.5362489,-115.327893,35.40826145,8.777718487,0.602480265,0.09584
-70.36638048,144.5332884,-115.3255308,35.40753619,8.777538694,0.602546406,0.09584
-70.36493829,144.5303262,-115.3231671,35.40681049,8.777358795,0.602612557,0.09585
-70.36349527,144.5273622,-115.3208021,35.40608438,8.777178791,0.602678717,0.09585
-70.36205143,144.5243965,-115.3184358,35.40535786,8.776998687,0.602744887,0.09585
-70.36060682,144.5214293,-115.3160681,35.40463094,8.776818484,0.602811064,0.09585
-70.35916144,144.5184604,-115.3136993,35.40390365,8.776638187,0.60287725,0.09585
-70.35771533,144.5154901,-115.3113292,35.40317598,8.776457799,0.602943444,0.09586
-70.35626851,144.5125183,-115.308958,35.40244796,8.776277322,0.603009644,0.09586
-70.354821,144.5095451,-115.3065856,35.40171959,8.776096759,0.603075852,0.09586
-70.35337284,144.5065706,-115.3042122,35.40099089,8.775916115,0.603142066,0.09586
-70.35192404,144.5035948,-115.3018377,35.40026188,8.775735391,0.603208287,0.09586
-70.35047464,144.5006177,-115.2994622,35.39953255,8.775554591,0.603274512,0.09587
-70.34902465,144.4976394,-115.2970858,35.39880293,8.775373719,0.603340744,0.09587
-70.3475741,144.4946599,-115.2947084,35.39807304,8.775192777,0.60340698,0.09587
-70.34612302,144.4916794,-115.2923302,35.39734287,8.775011768,0.60347322,0.09587
-70.34467143,144.4886978,-115.2899512,35.39661244,8.774830696,0.603539465,0.09587
-70.34321935,144.4857152,-115.2875713,35.39588178,8.774649563,0.603605713,0.09588
-70.34176682,144.4827317,-115.2851907,35.39515088,8.774468373,0.603671964,0.09588
-70.34031385,144.4797473,-115.2828094,35.39441976,8.77428713,0.603738218,0.09588
-70.33886048,144.476762,-115.2804274,35.39368844,8.774105835,0.603804475,0.09588
-70.33740672,144.473776,-115.2780448,35.39295693,8.773924492,0.603870733,0.09588
-70.3359526,144.4707892,-115.2756616,35.39222523,8.773743104,0.603936993,0.09589
-70.33449815,144.4678018,-115.2732779,35.39149337,8.773561675,0.604003254,0.09589
-70.33304338,144.4648137,-115.2708936,35.39076135,8.773380208,0.604069516,0.09589
-70.33158834,144.461825,-115.2685089,35.39002919,8.773198705,0.604135779,0.09589
-70.33013304,144.4588358,-115.2661238,35.3892969,8.773017169,0.604202041,0.09589
-70.3286775,144.4558461,-115.2637382,35.38856449,8.772835605,0.604268303,0.09589
-70.32722175,144.452856,-115.2613524,35.38783197,8.772654014,0.604334564,0.0959
-70.32576582,144.4498655,-115.2589662,35.38709937,8.7724724,0.604400823,0.0959
-70.32430973,144.4468747,-115.2565798,35.38636668,8.772290767,0.604467081,0.0959
-70.32285351,144.4438836,-115.2541931,35.38563392,8.772109117,0.604533337,0.0959
-70.32139717,144.4408922,-115.2518063,35.38490111,8.771927453,0.60459959,0.0959
-70.31994076,144.4379007,-115.2494193,35.38416826,8.771745779,0.604665841,0.09591
-70.31848428,144.4349091,-115.2470323,35.38343538,8.771564097,0.604732088,0.09591
-70.31702777,144.4319174,-115.2446452,35.38270248,8.771382411,0.604798331,0.09591
-70.31557125,144.4289257,-115.242258,35.38196958,8.771200724,0.604864571,0.09591
-70.31411474,144.4259341,-115.2398709,35.38123668,8.771019039,0.604930805,0.09591
-70.31265828,144.4229425,-115.2374839,35.38050381,8.770837359,0.604997035,0.09592
-70.31120188,144.419951,-115.2350969,35.37977096,8.770655687,0.605063259,0.09592
-70.30974557,144.4169597,-115.2327102,35.37903817,8.770474027,0.605129478,0.09592
-70.30828938,144.4139687,-115.2303236,35.37830543,8.77029238,0.60519569,0.09592
-70.30683333,144.4109779,-115.2279372,35.37757276,8.770110752,0.605261896,0.09592
-70.30537744,144.4079875,-115.2255511,35.37684017,8.769929143,0.605328095,0.09593
-70.30392174,144.4049975,-115.2231653,35.37610768,8.769747559,0.605394286,0.09593
-70.30246626,144.4020079,-115.2207799,35.3753753,8.769566001,0.605460469,0.09593
-70.30101102,144.3990189,-115.2183948,35.37464304,8.769384473,0.605526645,0.09593
-70.29955604,144.3960303,-115.2160102,35.37391091,8.769202979,0.605592811,0.09593
-70.29810135,144.3930424,-115.2136261,35.37317893,8.76902152,0.605658969,0.09594
-70.29664697,144.3900551,-115.2112425,35.3724471,8.768840101,0.605725117,0.09594
-70.29519294,144.3870685,-115.2088594,35.37171545,8.768658723,0.605791255,0.09594
-70.29373927,144.3840826,-115.2064769,35.37098398,8.768477392,0.605857383,0.09594
-70.29228599,144.3810975,-115.2040951,35.37025271,8.768296109,0.605923501,0.09594
-70.29083312,144.3781133,-115.201714,35.36952164,8.768114877,0.605989607,0.09595
-70.28938069,144.37513,-115.1993335,35.36879079,8.7679337,0.606055701,0.09595
-70.28792872,144.3721477,-115.1969539,35.36806018,8.767752581,0.606121784,0.09595
-70.28647724,144.3691663,-115.194575,35.36732982,8.767571523,0.606187855,0.09595
-70.28502628,144.366186,-115.192197,35.36659971,8.767390529,0.606253912,0.09595
-70.28357585,144.3632068,-115.1898198,35.36586987,8.767209602,0.606319957,0.09596
-70.28212599,144.3602288,-115.1874436,35.36514032,8.767028746,0.606385988,0.09596
-70.28067672,144.357252,-115.1850683,35.36441106,8.766847962,0.606452005,0.09596
-70.27922805,144.3542764,-115.1826941,35.36368211,8.766667255,0.606518008,0.09596
-70.27778003,144.3513022,-115.1803209,35.36295348,8.766486628,0.606583996,0.09596
-70.27633266,144.3483293,-115.1779488,35.36222518,8.766306083,0.606649969,0.09596
-70.27488599,144.3453578,-115.1755778,35.36149723,8.766125624,0.606715926,0.09597
-70.27344003,144.3423877,-115.1732079,35.36076964,8.765945254,0.606781867,0.09597
-70.2719948,144.3394192,-115.1708393,35.36004242,8.765764975,0.606847792,0.09597
-70.27055033,144.3364523,-115.1684719,35.35931558,8.765584792,0.6069137,0.09597
-70.26910665,144.333487,-115.1661058,35.35858914,8.765404707,0.606979591,0.09597
-70.26766379,144.3305233,-115.1637411,35.3578631,8.765224723,0.607045464,0.09598
-70.26622175,144.3275613,-115.1613777,35.35713749,8.765044843,0.607111319,0.09598
-70.26478058,144.3246012,-115.1590157,35.35641231,8.764865071,0.607177155,0.09598
-70.2633403,144.3216428,-115.1566552,35.35568758,8.764685409,0.607242973,0.09598
-70.26190092,144.3186863,-115.1542962,35.3549633,8.76450586,0.607308772,0.09598
-70.26046248,144.3157317,-115.1519386,35.35423949,8.764326428,0.607374551,0.09599
-70.259025,144.3127791,-115.1495827,35.35351617,8.764147116,0.607440309,0.09599
-70.25758851,144.3098286,-115.1472284,35.35279334,8.763967927,0.607506048,0.09599
-70.25615302,144.3068801,-115.1448757,35.35207102,8.763788864,0.607571765,0.09599
-70.25471857,144.3039337,-115.1425248,35.35134922,8.76360993,0.607637461,0.09599
-70.25328518,144.3009895,-115.1401756,35.35062796,8.763431127,0.607703135,0.096
-70.25185287,144.2980475,-115.1378281,35.34990724,8.763252461,0.607768787,0.096
-70.25042167,144.2951078,-115.1354825,35.34918707,8.763073932,0.607834417,0.096
-70.2489916,144.2921704,-115.1331387,35.34846748,8.762895544,0.607900024,0.096
-70.24756269,144.2892354,-115.1307968,35.34774847,8.762717302,0.607965607,0.096
-70.24613496,144.2863029,-115.1284569,35.34703005,8.762539206,0.608031167,0.09601
-70.24470844,144.2833728,-115.1261189,35.34631225,8.762361261,0.608096702,0.09601
-70.24328316,144.2804452,-115.1237829,35.34559506,8.76218347,0.608162213,0.09601
-70.24185913,144.2775202,-115.1214491,35.3448785,8.762005836,0.608227699,0.09601
-70.24043638,144.2745979,-115.1191173,35.34416259,8.761828362,0.608293159,0.09601
-70.23901494,144.2716783,-115.1167876,35.34344734,8.76165105,0.608358594,0.09601
-70.23759482,144.2687613,-115.1144602,35.34273276,8.761473905,0.608424002,0.09602
-70.23617607,144.2658472,-115.1121349,35.34201885,8.761296929,0.608489384,0.09602
-70.23475869,144.2629359,-115.109812,35.34130565,8.761120125,0.608554739,0.09602
-70.23334272,144.2600275,-115.1074913,35.34059315,8.760943496,0.608620066,0.09602
-70.23192819,144.257122,-115.1051729,35.33988137,8.760767045,0.608685366,0.09602
-70.2305151,144.2542195,-115.102857,35.33917032,8.760590776,0.608750637,0.09603
-70.22910349,144.25132,-115.1005435,35.33846002,8.760414692,0.608815879,0.09603
-70.22769339,144.2484237,-115.0982324,35.33775047,8.760238795,0.608881093,0.09603
-70.22628482,144.2455305,-115.0959239,35.33704169,8.760063089,0.608946277,0.09603
-70.2248778,144.2426404,-115.0936179,35.3363337,8.759887577,0.609011431,0.09603
-70.22347236,144.2397536,-115.0913144,35.3356265,8.759712261,0.609076555,0.09604
-70.22206852,144.2368701,-115.0890137,35.3349201,8.759537146,0.609141648,0.09604
-70.22066631,144.23399,-115.0867155,35.33421453,8.759362233,0.60920671,0.09604
-70.21926575,144.2311132,-115.0844201,35.33350978,8.759187527,0.60927174,0.09604
-70.21786687,144.2282399,-115.0821274,35.33280588,8.759013029,0.609336739,0.09604
-70.21646969,144.2253701,-115.0798376,35.33210283,8.758838744,0.609401705,0.09604
-70.21507423,144.2225038,-115.0775505,35.33140066,8.758664674,0.609466638,0.09605
-70.21368053,144.2196411,-115.0752663,35.33069936,8.758490823,0.609531538,0.09605
-70.2122886,144.2167821,-115.0729851,35.32999896,8.758317193,0.609596405,0.09605
-70.21089847,144.2139267,-115.0707067,35.32929946,8.758143788,0.609661238,0.09605
-70.20951017,144.2110751,-115.0684314,35.32860089,8.75797061,0.609726036,0.09605
-70.20812371,144.2082273,-115.0661591,35.32790324,8.757797663,0.6097908,0.09606
-70.20673913,144.2053834,-115.0638899,35.32720653,8.75762495,0.609855528,0.09606
-70.20535645,144.2025434,-115.0616237,35.32651078,8.757452473,0.609920221,0.09606
-70.20397569,144.1997073,-115.0593608,35.325816,8.757280237,0.609984877,0.09606
-70.20259688,144.1968752,-115.057101,35.3251222,8.757108243,0.610049497,0.09606
-70.20122004,144.1940471,-115.0548445,35.32442939,8.756936495,0.610114081,0.09607
-70.1998452,144.1912232,-115.0525912,35.32373759,8.756764997,0.610178627,0.09607
-70.19847238,144.1884034,-115.0503412,35.3230468,8.756593751,0.610243135,0.09607
-70.19710161,144.1855878,-115.0480946,35.32235704,8.75642276,0.610307606,0.09607
-70.1957329,144.1827765,-115.0458514,35.32166833,8.756252027,0.610372038,0.09607
-70.1943663,144.1799695,-115.0436117,35.32098067,8.756081556,0.610436431,0.09607
-70.19300181,144.1771668,-115.0413754,35.32029407,8.755911349,0.610500784,0.09608
-70.19163947,144.1743685,-115.0391426,35.31960856,8.75574141,0.610565099,0.09608
-70.1902793,144.1715747,-115.0369134,35.31892414,8.755571741,0.610629372,0.09608
-70.18892132,144.1687854,-115.0346877,35.31824082,8.755402346,0.610693606,0.09608
-70.18756556,144.1660007,-115.0324657,35.31755862,8.755233228,0.610757798,0.09608
-70.18621204,144.1632205,-115.0302474,35.31687754,8.75506439,0.610821949,0.09609
-70.18486079,144.1604451,-115.0280328,35.31619761,8.754895834,0.610886059,0.09609
-70.18351183,144.1576743,-115.025822,35.31551883,8.754727565,0.610950126,0.09609
-70.18216519,144.1549083,-115.0236149,35.31484122,8.754559584,0.611014151,0.09609
-70.1808209,144.1521471,-115.0214117,35.31416478,8.754391896,0.611078133,0.09609
-70.17947896,144.1493907,-115.0192124,35.31348954,8.754224502,0.611142071,0.09609
-70.17813942,144.1466393,-115.017017,35.3128155,8.754057407,0.611205965,0.0961
-70.17680229,144.1438928,-115.0148255,35.31214267,8.753890613,0.611269816,0.0961
-70.17546761,144.1411514,-115.012638,35.31147107,8.753724124,0.611333621,0.0961
-70.17413538,144.138415,-115.0104546,35.31080071,8.753557942,0.611397382,0.0961
-70.17280565,144.1356837,-115.0082753,35.3101316,8.75339207,0.611461097,0.0961
-70.17147843,144.1329576,-115.0061001,35.30946376,8.753226512,0.611524767,0.0961
-70.17015375,144.1302366,-115.003929,35.3087972,8.75306127,0.61158839,0.09611
-70.16883163,144.127521,-115.0017621,35.30813192,8.752896348,0.611651967,0.09611
-70.16751209,144.1248107,-114.9995995,35.30746795,8.752731749,0.611715496,0.09611
-70.16619517,144.1221057,-114.9974412,35.30680529,8.752567475,0.611778978,0.09611
-70.16488089,144.1194061,-114.9952872,35.30614396,8.752403531,0.611842412,0.09611
-70.16356926,144.116712,-114.9931375,35.30548396,8.752239918,0.611905798,0.09612
-70.16226032,144.1140235,-114.9909922,35.30482532,8.75207664,0.611969135,0.09612
-70.16095409,144.1113405,-114.9888514,35.30416804,8.7519137,0.612032424,0.09612
-70.1596506,144.1086631,-114.9867151,35.30351214,8.751751102,0.612095662,0.09612
-70.15834986,144.1059913,-114.9845833,35.30285762,8.751588847,0.612158851,0.09612
-70.15705191,144.1033253,-114.982456,35.30220451,8.75142694,0.612221989,0.09612
-70.15575676,144.1006651,-114.9803334,35.3015528,8.751265382,0.612285077,0.09613
-70.15446445,144.0980107,-114.9782153,35.30090253,8.751104179,0.612348113,0.09613
-70.15317499,144.0953621,-114.976102,35.30025369,8.750943331,0.612411098,0.09613
-70.15188841,144.0927195,-114.9739934,35.2996063,8.750782843,0.612474031,0.09613
-70.15060474,144.0900828,-114.9718896,35.29896037,8.750622717,0.612536912,0.09613
-70.149324,144.0874521,-114.9697905,35.29831592,8.750462957,0.612599739,0.09613
-70.14804622,144.0848275,-114.9676963,35.29767295,8.750303566,0.612662514,0.09614
-70.14677141,144.0822091,-114.965607,35.29703148,8.750144546,0.612725235,0.09614
-70.14549961,144.0795968,-114.9635226,35.29639153,8.7499859,0.612787902,0.09614
-70.14423084,144.0769907,-114.9614432,35.29575309,8.749827633,0.612850514,0.09614
-70.14296512,144.0743909,-114.9593688,35.2951162,8.749669746,0.612913072,0.09614
-70.14170247,144.0717974,-114.9572994,35.29448085,8.749512243,0.612975575,0.09614
-70.14044293,144.0692103,-114.9552351,35.29384706,8.749355128,0.613038022,0.09615
-70.13918652,144.0666296,-114.9531759,35.29321485,8.749198402,0.613100412,0.09615
-70.13793325,144.0640554,-114.9511219,35.29258422,8.749042069,0.613162747,0.09615
-70.13668316,144.0614877,-114.9490731,35.29195519,8.748886132,0.613225024,0.09615
-70.13543627,144.0589266,-114.9470295,35.29132777,8.748730594,0.613287244,0.09615
-70.13419261,144.0563721,-114.9449912,35.29070197,8.748575459,0.613349407,0.09615
-70.13295219,144.0538242,-114.9429583,35.29007781,8.748420728,0.613411511,0.09616
-70.13171504,144.0512831,-114.9409307,35.28945529,8.748266406,0.613473557,0.09616
-70.1304812,144.0487488,-114.9389085,35.28883444,8.748112495,0.613535544,0.09616
-70.12925067,144.0462213,-114.9368918,35.28821525,8.747958999,0.613597472,0.09616
-70.12802349,144.0437007,-114.9348805,35.28759775,8.74780592,0.61365934,0.09616
